,Administrative,Informational,ProductRelated,BounceRates,PageValues,SpecialDay,Revenue
186,2,0,50,0.0,0.0,0.0,0
187,10,2,96,0.001960784,0.0,0.0,0
188,9,1,49,0.0,1.706014966,0.0,1
189,3,1,68,0.007142857,46.53017511,0.0,0
190,0,0,2,0.2,0.0,0.0,0
191,3,5,24,0.036190476,0.0,0.0,0
192,3,0,9,0.0,0.0,0.0,0
193,0,0,3,0.0,0.0,0.0,0
194,0,0,22,0.009090909,0.0,0.0,0
195,0,0,98,0.002061856,0.0,0.0,0
196,2,1,67,0.0,19.34265017,0.0,1
197,3,0,13,0.013068182,0.0,0.0,0
198,0,0,17,0.0,109.176,0.0,1
199,3,2,55,0.0,96.25511582,0.0,1
200,1,0,50,0.0,153.4432478,0.0,1
201,0,0,5,0.0,0.0,0.0,0
202,5,0,13,0.0,0.0,0.0,0
203,0,0,3,0.0,0.0,0.0,0
204,1,0,12,0.0,0.0,0.0,0
205,3,0,16,0.0,0.0,0.0,0
206,1,0,16,0.0,33.79956701,0.0,1
207,2,0,5,0.0,0.0,0.0,0
208,3,0,4,0.0,0.0,0.0,0
209,0,0,8,0.0,0.0,0.0,0
210,2,1,4,0.033333333,0.0,0.0,0
211,0,0,14,0.037619048,0.0,0.0,0
212,0,0,2,0.0,0.0,0.0,0
213,4,0,7,0.006666667,0.0,0.0,0
214,2,3,10,0.0,0.0,0.0,0
215,2,2,18,0.0,0.0,0.0,0
216,2,0,4,0.0,0.0,0.0,0
217,0,0,35,0.005714286,0.0,0.0,0
218,0,0,12,0.016666667,0.0,0.0,0
219,0,0,3,0.0,0.0,0.0,0
220,2,0,14,0.0,35.0928,0.0,1
221,0,0,5,0.08,0.0,0.0,0
222,0,0,4,0.1,0.0,0.0,0
223,1,0,6,0.0,0.0,0.0,0
224,1,0,28,0.001481481,0.0,0.0,0
225,0,0,2,0.0,0.0,0.0,0
226,5,2,37,0.0,0.0,0.0,0
227,0,0,9,0.0,0.0,0.0,0
228,0,0,16,0.0,17.76266667,0.0,1
229,0,0,19,0.010526316,0.0,0.0,0
230,2,0,50,0.004,7.146260888,0.0,0
231,6,0,22,0.0,0.0,0.0,0
232,0,0,9,0.011111111,0.0,0.0,0
233,1,1,50,0.0,22.03276923,0.0,0
234,2,0,18,0.005263158,0.0,0.0,0
235,3,5,7,0.0,0.0,0.0,0
236,3,0,29,0.006896552,0.0,0.0,0
237,6,0,34,0.011578947,0.0,0.0,0
238,0,0,9,0.0,0.0,0.0,0
239,0,0,16,0.0,0.0,0.0,0
240,8,1,51,0.022807018,0.0,0.0,0
241,2,0,22,0.018181818,0.0,0.0,0
242,1,0,18,0.023529412,0.0,0.0,0
243,0,1,28,0.016666667,0.0,0.0,0
244,0,0,7,0.0,0.0,0.0,0
245,0,0,31,0.0,0.0,0.0,0
246,0,0,14,0.015384615,0.0,0.0,0
247,1,0,9,0.033333333,0.0,0.0,0
248,16,0,32,0.005,4.368515556,0.0,1
249,1,1,71,0.012676056,0.0,0.0,0
250,2,1,46,0.007246377,0.0,0.0,0
251,0,0,18,0.0,0.0,0.0,0
252,0,0,2,0.2,0.0,0.0,0
253,0,0,5,0.08,0.0,0.0,0
254,0,0,2,0.0,0.0,0.0,0
255,4,0,19,0.01,0.0,0.0,0
256,1,0,2,0.0,0.0,0.0,0
257,5,0,4,0.0,0.0,0.0,0
258,0,0,45,0.0,0.0,0.0,0
259,0,1,7,0.0,0.0,0.0,0
260,3,0,14,0.015555556,0.0,0.0,0
261,0,0,1,0.2,0.0,0.0,0
262,1,1,29,0.006451613,8.772473118,0.0,1
263,0,0,9,0.0,0.0,0.0,0
264,0,0,30,0.0,0.0,0.0,0
265,0,0,63,0.0,51.46331148,0.0,1
266,0,0,20,0.0,0.0,0.0,0
267,0,0,5,0.0,0.0,0.0,0
268,0,0,15,0.0,0.0,0.0,0
269,0,0,6,0.0,0.0,0.0,0
270,1,0,14,0.035714286,0.0,0.0,0
271,0,0,1,0.2,0.0,0.0,0
272,1,1,13,0.0,0.0,0.0,0
273,4,0,42,0.0,0.0,0.0,0
274,0,0,5,0.02,0.0,0.0,0
275,0,0,2,0.0,0.0,0.0,0
276,4,0,10,0.0,38.99,0.0,1
277,0,0,18,0.016666667,0.0,0.0,0
278,0,0,5,0.0,0.0,0.0,0
279,0,0,32,0.014583333,0.0,0.0,0
280,0,0,3,0.0,0.0,0.0,0
281,0,0,11,0.0,53.9892,0.0,1
282,13,4,36,0.010638298,6.831792392,0.0,0
283,0,0,6,0.0,0.0,0.0,0
284,2,0,10,0.02,0.0,0.0,0
285,0,0,8,0.0,0.0,0.0,0
286,0,0,1,0.2,0.0,0.0,0
287,0,0,35,0.011428571,0.0,0.0,0
288,11,1,87,0.002150538,0.0,0.0,0
289,0,0,4,0.0,0.0,0.0,0
290,1,0,51,0.010588235,0.0,0.0,0
291,2,0,7,0.0,0.0,0.0,0
292,0,0,40,0.0135,0.0,0.0,0
293,0,0,1,0.2,0.0,0.0,0
294,2,1,14,0.0,44.67925,0.0,1
295,0,0,13,0.0,59.79014286,0.0,1
296,0,0,33,0.0,0.0,0.0,0
297,4,0,22,0.004545455,0.0,0.0,0
298,0,0,1,0.2,0.0,0.0,0
299,0,0,3,0.0,0.0,0.0,0
300,5,0,17,0.0,0.0,0.0,0
301,0,0,15,0.0,0.0,0.0,0
302,0,0,2,0.2,0.0,0.0,0
303,0,0,35,0.012571429,0.0,0.0,0
304,0,0,4,0.0,0.0,0.0,0
305,0,1,1,0.0,0.0,0.0,0
306,0,0,2,0.0,0.0,0.0,0
307,0,0,2,0.0,0.0,0.0,0
308,0,0,12,0.033333333,0.0,0.0,0
309,5,0,23,0.0,0.0,0.0,0
310,0,0,29,0.013793103,0.0,0.0,0
311,0,0,3,0.0,0.0,0.0,0
312,2,0,10,0.05,0.0,0.0,0
313,0,1,27,0.003703704,0.0,0.0,0
314,7,2,35,0.0,0.0,0.0,0
315,3,2,54,0.0,0.0,0.0,0
316,0,0,2,0.0,0.0,0.0,0
317,2,0,3,0.0,0.0,0.0,0
318,2,0,5,0.0,0.0,0.0,0
319,1,0,46,0.0,0.0,0.0,0
320,1,0,23,0.022916667,7.103020833,0.0,1
321,0,0,5,0.0,0.0,0.0,0
322,0,0,10,0.0,0.0,0.0,0
323,2,0,37,0.005128205,0.0,0.0,0
324,6,0,68,0.0,0.0,0.0,0
325,4,0,4,0.0,0.0,0.0,0
326,2,0,2,0.0,0.0,0.0,0
327,0,0,15,0.013333333,0.0,0.0,0
328,3,0,11,0.0,0.0,0.0,0
329,2,0,7,0.0,0.0,0.0,0
330,0,0,1,0.2,0.0,0.0,0
331,3,0,55,0.0,0.0,0.0,0
332,1,3,21,0.008333333,0.0,0.0,0
333,4,0,64,0.003076923,0.0,0.0,0
334,0,1,75,0.002631579,0.0,0.0,0
335,1,0,14,0.0,0.0,0.0,0
336,1,0,8,0.0,0.0,0.0,0
337,0,0,49,0.0,0.0,0.0,0
338,0,0,4,0.0,0.0,0.0,0
339,1,0,29,0.0,0.0,0.0,0
340,0,0,7,0.0,0.0,0.0,0
341,0,0,1,0.2,0.0,0.0,0
342,0,0,8,0.1,0.0,0.0,0
343,0,0,25,0.008,0.0,0.0,0
344,0,0,1,0.2,0.0,0.0,0
345,4,0,3,0.0,0.0,0.0,0
346,0,0,12,0.0,0.0,0.0,0
347,6,0,39,0.005128205,0.0,0.0,0
348,3,0,24,0.0,0.0,0.0,0
349,1,0,12,0.0,0.0,0.0,0
350,2,0,15,0.0,0.0,0.0,0
351,0,0,10,0.02,0.0,0.0,0
352,8,1,19,0.0,19.66818546,0.0,0
353,9,1,55,0.0,0.0,0.0,0
354,3,0,27,0.0,0.0,0.0,0
355,0,1,30,0.0,9.227000967,0.0,1
356,0,0,3,0.2,0.0,0.0,0
357,0,0,24,0.0,0.0,0.0,0
358,3,0,46,0.0,0.0,0.0,0
359,0,0,1,0.2,0.0,0.0,0
360,0,0,25,0.0,0.0,0.0,0
361,0,0,12,0.028571429,0.0,0.0,0
362,1,0,4,0.0,0.0,0.0,0
363,4,0,46,0.027083333,0.0,0.0,0
364,0,0,10,0.0,0.0,0.0,0
365,3,0,9,0.0,34.43601877,0.0,1
366,0,0,13,0.0,0.0,0.0,0
367,1,0,111,9.83e-05,12.01656549,0.0,0
368,5,0,2,0.0,0.0,0.0,0
369,2,0,27,0.014814815,0.0,0.0,0
370,8,0,33,0.013888889,0.0,0.0,0
371,0,0,5,0.0,0.0,0.0,0
372,2,0,7,0.0,0.0,0.0,0
373,1,14,81,0.008897485,0.0,0.0,0
374,0,0,6,0.066666667,0.0,0.0,0
375,0,0,8,0.028571429,0.0,0.0,0
376,4,0,14,0.0,0.0,0.0,0
377,3,0,25,0.005333333,0.0,0.0,0
378,0,0,25,0.0112,0.0,0.0,0
379,2,3,22,0.0,16.14384,0.0,1
380,0,0,2,0.0,0.0,0.0,0
381,0,0,3,0.066666667,0.0,0.0,0
382,1,0,22,0.019047619,0.0,0.0,0
383,0,0,1,0.2,0.0,0.0,0
384,9,5,61,0.01,2.810812468,0.0,0
385,0,0,2,0.0,0.0,0.0,0
386,0,0,7,0.0,0.0,0.0,0
387,0,0,4,0.0,0.0,0.0,0
388,0,0,12,0.0,0.0,0.0,0
389,0,0,8,0.025,0.0,0.0,0
390,6,0,47,0.009929078,27.26888014,0.0,1
391,0,0,7,0.057142857,0.0,0.0,0
392,1,0,14,0.028571429,0.0,0.0,0
393,3,0,31,0.015625,0.0,0.0,0
394,0,0,3,0.0,0.0,0.0,0
395,7,0,44,0.004081633,0.0,0.0,0
396,3,0,8,0.0,0.0,0.0,0
397,1,1,88,0.004545455,0.0,0.0,0
398,0,0,1,0.2,0.0,0.0,0
399,7,4,31,0.000854701,11.92009615,0.0,1
400,2,0,39,0.0,78.93483561,0.0,1
401,0,0,10,0.0,0.0,0.0,0
402,5,4,17,0.0,0.0,0.0,0
403,3,0,46,0.004255319,0.0,0.0,0
404,4,0,14,0.0,0.0,0.0,0
405,0,0,40,0.0,0.0,0.0,0
406,4,0,2,0.0,0.0,0.0,0
407,0,0,2,0.0,0.0,0.0,0
408,8,4,30,0.0,15.88906362,0.0,1
409,3,0,15,0.0,0.0,0.0,0
410,0,0,16,0.0,0.0,0.0,0
411,2,1,37,0.0,0.0,0.0,0
412,4,1,11,0.0,0.0,0.0,0
413,3,0,2,0.0,0.0,0.0,0
414,1,0,15,0.028571429,0.0,0.0,0
415,0,0,29,0.006896552,0.0,0.0,0
416,0,2,15,0.0,11.9955404,0.0,1
417,0,0,3,0.0,0.0,0.0,0
418,0,0,1,0.2,0.0,0.0,0
419,0,0,2,0.0,0.0,0.0,0
420,1,1,55,0.003508772,0.0,0.0,0
421,0,0,1,0.2,0.0,0.0,0
422,0,0,38,0.005405405,0.0,0.0,0
423,2,0,7,0.022222222,0.0,0.0,0
424,4,2,149,0.003870968,18.36804916,0.0,1
425,0,0,5,0.0,0.0,0.0,0
426,0,0,2,0.2,0.0,0.0,0
427,0,0,6,0.0,0.0,0.0,0
428,0,0,27,0.0,0.0,0.0,0
429,0,0,1,0.2,0.0,0.0,0
430,2,0,13,0.013333333,0.0,0.0,0
431,0,0,41,0.0,0.0,0.0,0
432,2,0,9,0.0,0.0,0.0,0
433,2,0,9,0.0,0.0,0.0,0
434,0,0,8,0.075,0.0,0.0,0
435,2,0,15,0.0,0.0,0.0,0
436,0,0,21,0.019047619,0.0,0.0,0
437,0,0,12,0.0,0.0,0.0,0
438,1,0,22,0.0,0.0,0.0,0
439,3,0,13,0.0,0.0,0.0,0
440,0,0,31,0.0,0.0,0.0,0
441,2,0,19,0.015789474,0.0,0.0,0
442,0,0,13,0.0,0.0,0.0,0
443,5,0,13,0.0,0.0,0.0,0
444,0,0,6,0.0,0.0,0.0,0
445,3,0,0,0.0,0.0,0.0,0
446,3,1,23,0.002197802,0.0,0.0,0
447,3,2,2,0.0,0.0,0.0,0
448,6,0,47,0.004,17.527656,0.0,0
449,1,0,12,0.0,0.0,0.0,0
450,0,0,5,0.04,0.0,0.0,0
451,0,0,11,0.0,0.0,0.0,0
452,0,0,21,0.019047619,0.0,0.0,0
453,0,0,5,0.0,0.0,0.0,0
454,1,0,30,0.0,0.0,0.0,0
455,0,0,5,0.0,0.0,0.0,0
456,0,0,1,0.2,0.0,0.0,0
457,0,0,17,0.0,61.9395,0.0,1
458,0,0,1,0.2,0.0,0.0,0
459,0,0,14,0.0,0.0,0.0,0
460,7,0,11,0.0,0.0,0.0,0
461,0,0,15,0.003571429,0.0,0.0,0
462,0,1,8,0.0,0.0,0.0,0
463,0,0,4,0.0,0.0,0.0,0
464,0,0,20,0.03,0.0,0.0,0
465,5,0,24,0.04,0.0,0.0,0
466,7,0,15,0.0,0.0,0.0,0
467,3,0,15,0.0125,0.0,0.0,0
468,0,0,2,0.2,0.0,0.0,0
469,3,0,30,0.026666667,0.0,0.0,0
470,0,3,31,0.012903226,8.682741935,0.0,0
471,0,0,9,0.077777778,0.0,0.0,0
472,0,0,3,0.066666667,0.0,0.0,0
473,0,2,11,0.020512821,0.0,0.0,0
474,0,0,30,0.0,0.0,0.0,0
475,1,0,9,0.0,0.0,0.0,0
476,3,0,45,0.0,9.702113281,0.0,0
477,10,0,47,0.0,7.256219133,0.0,0
478,13,1,15,0.019047619,0.0,0.0,0
479,0,0,1,0.2,0.0,0.0,0
480,1,0,39,0.017105263,0.0,0.0,0
481,0,0,15,0.019047619,0.0,0.0,0
482,2,0,20,0.013636364,0.0,0.0,0
483,0,0,1,0.2,0.0,0.0,0
484,2,0,5,0.0,0.0,0.0,0
485,0,0,13,0.030769231,0.0,0.0,0
486,0,0,8,0.0,0.0,0.0,0
487,0,0,8,0.0,0.0,0.0,0
488,0,0,4,0.0,0.0,0.0,0
489,2,1,24,0.007407407,10.10222222,0.0,0
490,0,0,7,0.0,0.0,0.0,0
491,0,0,1,0.0,0.0,0.0,0
492,0,0,16,0.014285714,0.0,0.0,0
493,0,0,4,0.05,0.0,0.0,0
494,2,0,6,0.0,0.0,0.0,0
495,0,0,16,0.0,0.0,0.0,0
496,8,2,14,0.0,0.0,0.0,0
497,0,0,5,0.0,0.0,0.0,0
498,5,0,3,0.0,0.0,0.0,0
499,4,0,22,0.019871795,0.0,0.0,0
500,0,0,10,0.04,0.0,0.0,0
501,0,0,11,0.0,0.0,0.0,0
502,18,6,79,0.003333333,25.96702005,0.0,0
503,4,0,66,0.011428571,9.162351243,0.0,1
504,1,0,27,0.0,1.865777778,0.0,0
505,6,0,5,0.0,0.0,0.0,0
506,2,0,11,0.007692308,0.0,0.0,0
507,0,0,29,0.006896552,0.0,0.0,0
508,1,1,43,0.028787879,0.0,0.0,0
509,0,0,7,0.033333333,0.0,0.0,0
510,14,6,258,0.0,33.6117917,0.0,1
511,6,1,33,0.005882353,0.0,0.0,0
512,0,0,1,0.2,0.0,0.0,0
513,6,2,26,0.006666667,7.169617487,0.0,0
514,0,1,21,0.0,0.0,0.0,0
515,0,0,1,0.2,0.0,0.0,0
516,0,0,17,0.0,0.0,0.0,0
517,9,0,37,0.005128205,0.0,0.0,0
518,0,0,4,0.0,0.0,0.0,0
519,3,0,8,0.0,0.0,0.0,0
520,0,0,2,0.0,0.0,0.0,0
521,3,0,23,0.004,0.0,0.0,0
522,0,0,26,0.023076923,0.0,0.0,0
523,1,0,3,0.0,0.0,0.0,0
524,4,0,24,0.038461538,0.0,0.0,0
525,4,0,5,0.0,0.0,0.0,0
526,2,0,21,0.018181818,0.0,0.0,0
527,0,0,7,0.0,0.0,0.0,0
528,0,0,9,0.022222222,0.0,0.0,0
529,1,0,4,0.0,0.0,0.0,0
530,2,0,2,0.0,0.0,0.0,0
531,1,0,40,0.0,0.0,0.0,0
532,0,0,1,0.2,0.0,0.0,0
533,0,0,6,0.0,0.0,0.0,0
534,0,0,8,0.025,0.0,0.0,0
535,2,0,28,0.0,0.0,0.0,0
536,0,1,1,0.0,0.0,0.0,0
537,0,0,7,0.028571429,0.0,0.0,0
538,0,0,6,0.0,0.0,0.0,0
539,0,0,6,0.0,0.0,0.0,0
540,0,0,1,0.2,0.0,0.0,0
541,0,0,30,0.0,0.0,0.0,0
542,0,0,19,0.005555556,0.0,0.0,0
543,2,0,21,0.0,0.0,0.0,0
544,6,3,34,0.0,22.80152439,0.0,0
545,2,2,16,0.0,0.0,0.0,0
546,0,0,3,0.0,0.0,0.0,0
547,6,1,5,0.0,0.0,0.0,0
548,3,0,20,0.00952381,0.0,0.0,0
549,0,0,3,0.0,0.0,0.0,0
550,2,0,22,0.001298701,0.0,0.0,0
551,0,0,9,0.022222222,0.0,0.0,0
552,12,0,61,0.005797101,0.0,0.0,0
553,0,0,11,0.036363636,0.0,0.0,0
554,0,0,1,0.2,0.0,0.0,0
555,0,1,11,0.018181818,0.0,0.0,0
556,4,0,46,0.0,0.0,0.0,0
557,4,0,33,0.002631579,0.0,0.0,0
558,0,0,7,0.0,0.0,0.0,0
559,0,0,44,0.004545455,0.0,0.0,0
560,7,0,37,0.0,0.0,0.0,0
561,3,0,11,0.018181818,0.0,0.0,0
562,0,0,3,0.0,0.0,0.0,0
563,0,2,1,0.0,0.0,0.0,0
564,0,0,80,0.0,0.0,0.0,0
565,1,0,40,0.005,0.0,0.0,0
566,0,0,5,0.04,0.0,0.0,0
567,1,0,17,0.0125,0.0,0.0,0
568,0,0,3,0.066666667,0.0,0.0,0
569,0,0,13,0.0,0.0,0.0,0
570,0,0,2,0.0,0.0,0.0,0
571,0,0,7,0.028571429,0.0,0.0,0
572,0,0,7,0.0,0.0,0.0,0
573,0,0,12,0.033333333,0.0,0.0,0
574,5,3,32,0.0,0.0,0.0,0
575,12,0,96,0.006635802,3.541145833,0.0,0
576,0,0,5,0.0,0.0,0.0,0
577,0,0,2,0.2,0.0,0.0,0
578,3,0,27,0.026666667,0.0,0.0,0
579,6,0,13,0.0,0.0,0.0,0
580,0,0,5,0.032727273,0.0,0.0,0
581,0,1,25,0.041666667,0.0,0.0,0
582,1,0,37,0.0,0.0,0.0,0
583,0,0,7,0.0,0.0,0.0,0
584,4,0,21,0.0,0.0,0.0,0
585,0,0,2,0.2,0.0,0.0,0
586,4,0,13,0.0,0.0,0.0,0
587,0,1,51,0.0,9.294775641,0.0,1
588,0,0,35,0.005714286,0.0,0.0,0
589,0,0,1,0.2,0.0,0.0,0
590,0,0,17,0.011764706,0.0,0.0,0
591,0,0,1,0.2,0.0,0.0,0
592,0,0,21,0.0,0.0,0.0,0
593,5,0,3,0.0,0.0,0.0,0
594,1,0,34,0.00625,0.0,0.0,0
595,9,2,17,0.008695652,0.0,0.0,0
596,0,0,1,0.0,0.0,0.0,0
597,0,0,30,0.006666667,0.0,0.0,0
598,0,0,11,0.0,0.0,0.0,0
599,1,0,12,0.045454545,0.0,0.0,0
600,6,0,62,0.0,0.0,0.0,0
601,6,0,83,0.0,6.871308983,0.0,1
602,3,0,13,0.030769231,0.0,0.0,0
603,3,1,10,0.0,35.99261538,0.0,1
604,0,0,12,0.0,0.0,0.0,0
605,0,0,4,0.0,0.0,0.0,0
606,3,0,37,0.005405405,0.0,0.0,0
607,1,0,2,0.0,0.0,0.0,0
608,0,0,3,0.0,0.0,0.0,0
609,1,0,7,0.0,53.13428571,0.0,1
610,6,12,41,0.012962963,8.833825926,0.0,1
